field_id,lat,lon,year,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M
391623002240612,41.6658,-83.3825,2020,2020-01-23,-0.07,3.09,-2.75,0.23,4.16,86.34
391623002240612,41.6658,-83.3825,2020,2020-01-24,2.06,3.66,0.93,10.87,3.07,95.84
391623002240612,41.6658,-83.3825,2020,2020-01-25,0.89,3.06,-0.83,3.97,4.18,93.11
391623002240612,41.6658,-83.3825,2020,2020-01-26,-0.01,1.96,-1.35,0.41,3.66,91.46
391623002240612,41.6658,-83.3825,2020,2020-01-27,-0.08,2.76,-1.96,0.03,4.48,89.56
391623002240612,41.6658,-83.3825,2020,2020-01-28,-0.55,1.98,-2.12,0.33,3.47,86.73
391623002240612,41.6658,-83.3825,2020,2020-01-29,-1.28,0.6,-2.46,0.08,3.66,82.38
391623002240612,41.6658,-83.3825,2020,2020-01-30,-1.23,0.35,-2.64,0.03,5.03,77.4
391623002240612,41.6658,-83.3825,2020,2020-01-31,-0.93,1.36,-2.27,0.07,5.81,80.26
391623002240612,41.6658,-83.3825,2020,2020-02-01,-0.39,2.38,-3.98,0.39,4.47,86.5
391623002240612,41.6658,-83.3825,2020,2020-02-02,3.68,9.65,-0.46,0.27,11.53,86.93
391623002240612,41.6658,-83.3825,2020,2020-02-03,4.77,10.15,-0.65,0.0,10.6,93.32
391623002240612,41.6658,-83.3825,2020,2020-02-04,2.13,8.07,-1.82,2.33,2.46,85.27
391623002240612,41.6658,-83.3825,2020,2020-02-05,-2.41,-0.5,-3.99,5.06,7.04,72.86
391623002240612,41.6658,-83.3825,2020,2020-02-06,-2.53,-1.21,-3.68,3.05,2.76,87.17
391623002240612,41.6658,-83.3825,2020,2020-02-07,-2.19,-0.31,-3.73,1.37,7.96,83.74
391623002240612,41.6658,-83.3825,2020,2020-02-08,-1.9,0.54,-4.19,0.94,4.09,87.3
391623002240612,41.6658,-83.3825,2020,2020-02-09,-1.21,1.01,-4.9,4.63,4.31,91.09
391623002240612,41.6658,-83.3825,2020,2020-02-10,0.46,1.76,-1.67,0.92,4.98,89.38
391623002240612,41.6658,-83.3825,2020,2020-02-11,-0.64,3.05,-4.26,0.02,12.27,84.65
391623002240612,41.6658,-83.3825,2020,2020-02-12,-1.27,1.27,-4.21,3.84,5.83,86.63
391623002240612,41.6658,-83.3825,2020,2020-02-13,-2.67,1.51,-9.66,2.01,4.02,84.79
391623002240612,41.6658,-83.3825,2020,2020-02-14,-10.01,-6.43,-13.9,0.03,12.49,73.19
391623002240612,41.6658,-83.3825,2020,2020-02-15,-4.41,0.9,-12.35,0.01,7.02,82.37
391623002240612,41.6658,-83.3825,2020,2020-02-16,-0.05,3.05,-2.66,0.03,12.49,88.37
391623002240612,41.6658,-83.3825,2020,2020-02-17,-0.14,3.7,-4.74,1.94,9.95,84.88
391623002240612,41.6658,-83.3825,2020,2020-02-18,1.89,4.84,-3.54,2.18,6.98,89.3
391623002240612,41.6658,-83.3825,2020,2020-02-19,-3.07,-0.31,-5.22,0.0,15.53,73.63
391623002240612,41.6658,-83.3825,2020,2020-02-20,-5.86,-3.5,-8.4,0.0,15.08,69.11
391623002240612,41.6658,-83.3825,2020,2020-02-21,-4.62,0.75,-10.42,0.0,16.33,73.52
391623002240612,41.6658,-83.3825,2020,2020-02-22,-0.41,6.22,-6.09,0.0,16.05,76.04
391623002240612,41.6658,-83.3825,2020,2020-02-23,2.79,8.78,-1.47,0.0,15.34,82.79
391623002240612,41.6658,-83.3825,2020,2020-02-24,3.2,6.84,0.17,4.11,6.63,96.04
391623002240612,41.6658,-83.3825,2020,2020-02-25,1.9,3.97,-0.23,4.52,4.13,93.24
391623002240612,41.6658,-83.3825,2020,2020-02-26,-0.75,1.06,-3.91,5.03,3.85,91.31
391623002240612,41.6658,-83.3825,2020,2020-02-27,-4.24,-2.21,-6.34,0.2,6.79,73.77
391623002240612,41.6658,-83.3825,2020,2020-02-28,-4.86,-2.21,-7.18,0.16,8.77,74.71
391623002240612,41.6658,-83.3825,2020,2020-02-29,-3.68,0.48,-6.81,0.07,12.38,77.2
391623002240612,41.6658,-83.3825,2020,2020-03-01,0.89,6.82,-7.38,0.47,12.16,78.62
391623002240612,41.6658,-83.3825,2020,2020-03-02,6.3,8.86,3.33,6.28,4.0,91.45
391623002240612,41.6658,-83.3825,2020,2020-03-03,4.94,9.91,0.86,1.97,9.61,83.11
391623002240612,41.6658,-83.3825,2020,2020-03-04,1.55,6.26,-2.91,0.17,8.58,85.32
391623002240612,41.6658,-83.3825,2020,2020-03-05,2.53,8.65,-3.21,0.59,17.55,78.22
391623002240612,41.6658,-83.3825,2020,2020-03-06,0.55,3.89,-3.4,0.83,5.05,85.49
391623002240612,41.6658,-83.3825,2020,2020-03-07,-0.08,5.66,-4.83,0.06,18.66,70.38
391623002240612,41.6658,-83.3825,2020,2020-03-08,5.99,12.75,-1.32,0.04,17.94,71.58
391623002240612,41.6658,-83.3825,2020,2020-03-09,10.48,14.71,6.26,1.38,10.34,81.75
391623002240612,41.6658,-83.3825,2020,2020-03-10,6.83,11.67,-0.47,2.92,6.84,82.47
391623002240612,41.6658,-83.3825,2020,2020-03-11,4.23,9.27,-1.01,0.08,6.38,84.04
391623002240612,41.6658,-83.3825,2020,2020-03-12,8.4,12.62,3.02,3.31,9.75,88.44
391623002240612,41.6658,-83.3825,2020,2020-03-13,4.86,9.06,-0.53,0.15,20.22,70.32
391623002240612,41.6658,-83.3825,2020,2020-03-14,0.53,3.36,-2.03,0.32,4.31,79.43
391623002240612,41.6658,-83.3825,2020,2020-03-15,0.65,5.41,-2.55,0.0,16.65,76.48
391623002240612,41.6658,-83.3825,2020,2020-03-16,2.64,8.86,-3.08,0.18,11.94,84.38
391623002240612,41.6658,-83.3825,2020,2020-03-17,4.9,9.12,1.33,0.4,10.31,76.13
391623002240612,41.6658,-83.3825,2020,2020-03-18,4.01,7.42,0.19,16.86,5.93,88.32
391623002240612,41.6658,-83.3825,2020,2020-03-19,7.82,15.39,2.6,7.83,6.35,95.92
391623002240612,41.6658,-83.3825,2020,2020-03-20,8.87,16.93,-2.34,2.34,12.16,80.77
391623002240612,41.6658,-83.3825,2020,2020-03-21,-1.67,2.0,-4.11,0.21,10.15,70.17
391623002240612,41.6658,-83.3825,2020,2020-03-22,0.42,4.28,-4.04,1.51,13.68,74.74
391623002240612,41.6658,-83.3825,2020,2020-03-23,3.17,6.78,-0.11,2.06,7.72,88.74
391623002240612,41.6658,-83.3825,2020,2020-03-24,3.19,8.16,0.52,1.46,7.3,84.68
391623002240612,41.6658,-83.3825,2020,2020-03-25,6.66,13.26,0.16,0.24,17.55,80.13
391623002240612,41.6658,-83.3825,2020,2020-03-26,9.53,15.78,5.25,3.36,12.68,85.26
391623002240612,41.6658,-83.3825,2020,2020-03-27,4.93,8.06,2.24,10.13,7.75,86.71
391623002240612,41.6658,-83.3825,2020,2020-03-28,9.05,11.76,5.66,20.58,5.8,96.7
391623002240612,41.6658,-83.3825,2020,2020-03-29,13.05,16.46,7.84,8.37,11.82,78.36
391623002240612,41.6658,-83.3825,2020,2020-03-30,5.97,8.54,2.49,0.73,7.43,80.36
391623002240612,41.6658,-83.3825,2020,2020-03-31,4.22,6.84,1.31,0.66,5.92,89.69
391623002240612,41.6658,-83.3825,2020,2020-04-01,5.82,9.38,2.94,0.08,9.0,84.47
391623002240612,41.6658,-83.3825,2020,2020-04-02,7.44,13.29,1.36,0.0,23.91,71.73
391623002240612,41.6658,-83.3825,2020,2020-04-03,7.49,14.43,1.39,0.0,23.12,69.78
391623002240612,41.6658,-83.3825,2020,2020-04-04,10.32,18.35,3.57,0.01,12.81,74.8
391623002240612,41.6658,-83.3825,2020,2020-04-05,6.35,10.25,2.48,0.2,14.44,78.5
391623002240612,41.6658,-83.3825,2020,2020-04-06,8.17,13.86,1.82,0.96,20.86,64.82
391623002240612,41.6658,-83.3825,2020,2020-04-07,13.11,19.54,5.24,13.42,12.72,85.7
391623002240612,41.6658,-83.3825,2020,2020-04-08,14.22,19.75,9.88,5.65,22.88,76.06
391623002240612,41.6658,-83.3825,2020,2020-04-09,6.0,8.9,2.12,1.18,18.1,74.15
391623002240612,41.6658,-83.3825,2020,2020-04-10,3.76,7.53,0.57,0.09,16.88,70.99
391623002240612,41.6658,-83.3825,2020,2020-04-11,6.88,11.67,0.08,0.29,18.81,69.5
391623002240612,41.6658,-83.3825,2020,2020-04-12,11.2,15.98,5.92,2.77,11.68,85.49
391623002240612,41.6658,-83.3825,2020,2020-04-13,7.54,11.38,1.57,3.07,9.74,77.23
391623002240612,41.6658,-83.3825,2020,2020-04-14,1.95,4.95,-1.43,0.11,17.95,69.94
391623002240612,41.6658,-83.3825,2020,2020-04-15,0.79,3.29,-2.36,1.5,10.98,75.8
391623002240612,41.6658,-83.3825,2020,2020-04-16,1.85,5.97,-2.64,0.18,21.38,66.89
391623002240612,41.6658,-83.3825,2020,2020-04-17,1.76,2.75,0.02,6.99,4.65,80.0
391623002240612,41.6658,-83.3825,2020,2020-04-18,5.07,10.88,-1.88,0.08,23.52,74.77
391623002240612,41.6658,-83.3825,2020,2020-04-19,7.56,13.7,2.81,0.01,18.16,79.86
391623002240612,41.6658,-83.3825,2020,2020-04-20,7.96,13.15,1.12,0.52,25.93,65.33
391623002240612,41.6658,-83.3825,2020,2020-04-21,4.18,8.96,-1.09,1.11,22.0,68.43
391623002240612,41.6658,-83.3825,2020,2020-04-22,4.02,8.89,-1.67,1.18,7.52,69.32
391623002240612,41.6658,-83.3825,2020,2020-04-23,8.24,13.37,3.91,1.09,10.99,89.46
391623002240612,41.6658,-83.3825,2020,2020-04-24,8.83,13.67,3.7,0.04,16.88,81.56
391623002240612,41.6658,-83.3825,2020,2020-04-25,8.29,12.12,5.51,1.57,10.1,79.75
391623002240612,41.6658,-83.3825,2020,2020-04-26,7.88,11.35,4.55,3.89,12.3,81.79
391623002240612,41.6658,-83.3825,2020,2020-04-27,10.18,16.0,4.68,0.29,24.13,70.08
391623002240612,41.6658,-83.3825,2020,2020-04-28,13.92,19.31,8.06,1.39,17.89,84.35
391623002240612,41.6658,-83.3825,2020,2020-04-29,14.65,17.84,11.39,1.98,8.73,86.0
391623002240612,41.6658,-83.3825,2020,2020-04-30,10.25,12.09,8.11,2.68,9.59,81.06
391623002240612,41.6658,-83.3825,2020,2020-05-01,11.48,16.25,6.88,0.25,24.46,71.98
391623002240612,41.6658,-83.3825,2020,2020-05-02,15.44,22.72,9.14,0.03,19.73,78.81
391623002240612,41.6658,-83.3825,2020,2020-05-03,15.53,21.7,9.71,0.0,20.67,72.17
391623002240612,41.6658,-83.3825,2020,2020-05-04,8.83,12.62,5.19,0.0,27.13,73.2
391623002240612,41.6658,-83.3825,2020,2020-05-05,7.51,10.58,4.81,0.47,12.01,60.29
391623002240612,41.6658,-83.3825,2020,2020-05-06,9.05,13.78,4.13,0.2,29.02,59.84
391623002240612,41.6658,-83.3825,2020,2020-05-07,10.38,17.22,3.11,0.02,27.18,65.84
391623002240612,41.6658,-83.3825,2020,2020-05-08,5.01,7.24,0.7,0.5,18.66,67.66
391623002240612,41.6658,-83.3825,2020,2020-05-09,4.05,9.74,-1.58,0.43,22.09,64.05
391623002240612,41.6658,-83.3825,2020,2020-05-10,8.18,14.14,4.2,5.8,16.01,77.41
391623002240612,41.6658,-83.3825,2020,2020-05-11,5.45,8.66,2.36,1.37,13.8,75.38
391623002240612,41.6658,-83.3825,2020,2020-05-12,7.68,13.77,0.48,0.0,25.73,67.91
391623002240612,41.6658,-83.3825,2020,2020-05-13,8.53,14.34,2.5,0.0,25.43,66.66
391623002240612,41.6658,-83.3825,2020,2020-05-14,15.03,21.04,6.61,14.45,9.66,90.04
391623002240612,41.6658,-83.3825,2020,2020-05-15,17.98,21.08,12.89,12.03,9.78,87.47
391623002240612,41.6658,-83.3825,2020,2020-05-16,14.31,18.82,10.83,0.39,19.86,85.59
391623002240612,41.6658,-83.3825,2020,2020-05-17,14.11,18.52,10.42,3.22,11.77,91.85
391623002240612,41.6658,-83.3825,2020,2020-05-18,16.94,20.49,13.85,22.66,7.51,94.45
391623002240612,41.6658,-83.3825,2020,2020-05-19,15.61,18.16,13.0,5.22,9.4,80.8
391623002240612,41.6658,-83.3825,2020,2020-05-20,13.85,17.86,10.66,0.28,13.49,68.6
391623002240612,41.6658,-83.3825,2020,2020-05-21,14.54,18.08,11.45,1.47,13.03,82.72
391623002240612,41.6658,-83.3825,2020,2020-05-22,15.01,18.94,12.26,3.12,11.79,90.35
391623002240612,41.6658,-83.3825,2020,2020-05-23,16.98,20.65,11.76,0.09,19.95,83.51
391623002240612,41.6658,-83.3825,2020,2020-05-24,21.33,25.59,16.95,0.09,24.28,86.77
391623002240612,41.6658,-83.3825,2020,2020-05-25,22.93,28.07,17.35,1.29,20.52,80.03
391623002240612,41.6658,-83.3825,2020,2020-05-26,23.55,28.75,18.43,1.6,24.03,78.59
391623002240612,41.6658,-83.3825,2020,2020-05-27,22.15,26.28,18.09,0.71,16.15,82.13
391623002240612,41.6658,-83.3825,2020,2020-05-28,21.5,24.91,18.69,2.51,16.21,83.81
391623002240612,41.6658,-83.3825,2020,2020-05-29,18.45,20.94,15.19,9.26,13.99,84.64
391623002240612,41.6658,-83.3825,2020,2020-05-30,16.13,19.97,12.13,0.13,25.41,75.95
391623002240612,41.6658,-83.3825,2020,2020-05-31,12.63,16.33,8.64,0.0,31.97,61.81
391623002240612,41.6658,-83.3825,2020,2020-06-01,15.96,21.74,8.15,0.43,26.28,63.86
391623002240612,41.6658,-83.3825,2020,2020-06-02,22.06,27.77,14.68,0.17,27.37,71.65
391623002240612,41.6658,-83.3825,2020,2020-06-03,22.0,25.04,19.16,0.7,21.62,82.35
391623002240612,41.6658,-83.3825,2020,2020-06-04,21.59,24.69,18.12,2.34,19.88,85.17
391623002240612,41.6658,-83.3825,2020,2020-06-05,23.59,28.63,18.08,1.12,24.14,78.14
391623002240612,41.6658,-83.3825,2020,2020-06-06,21.41,26.37,15.12,1.49,29.44,73.8
391623002240612,41.6658,-83.3825,2020,2020-06-07,18.4,22.76,13.84,0.28,27.84,69.44
391623002240612,41.6658,-83.3825,2020,2020-06-08,19.45,24.37,13.72,0.0,30.04,65.48
391623002240612,41.6658,-83.3825,2020,2020-06-09,23.51,29.51,16.22,0.65,26.6,75.96
391623002240612,41.6658,-83.3825,2020,2020-06-10,24.34,28.14,18.47,6.69,21.54,83.59
391623002240612,41.6658,-83.3825,2020,2020-06-11,20.02,24.39,15.07,0.18,30.45,69.44
391623002240612,41.6658,-83.3825,2020,2020-06-12,19.15,23.06,15.1,1.21,28.69,73.08
391623002240612,41.6658,-83.3825,2020,2020-06-13,15.29,18.62,12.03,4.66,29.22,66.02
391623002240612,41.6658,-83.3825,2020,2020-06-14,15.58,19.12,11.82,1.58,30.78,64.02
391623002240612,41.6658,-83.3825,2020,2020-06-15,17.85,22.16,12.83,0.0,27.04,78.07
391623002240612,41.6658,-83.3825,2020,2020-06-16,19.56,24.82,14.55,0.0,28.15,74.09
391623002240612,41.6658,-83.3825,2020,2020-06-17,20.04,25.37,13.88,0.0,29.07,69.49
391623002240612,41.6658,-83.3825,2020,2020-06-18,21.45,26.16,17.49,0.43,27.58,74.26
391623002240612,41.6658,-83.3825,2020,2020-06-19,23.37,28.11,18.24,0.72,26.54,71.07
391623002240612,41.6658,-83.3825,2020,2020-06-20,25.33,30.53,18.61,0.22,26.32,63.86
391623002240612,41.6658,-83.3825,2020,2020-06-21,24.34,28.82,20.39,2.1,17.9,76.06
391623002240612,41.6658,-83.3825,2020,2020-06-22,23.4,26.45,20.52,4.63,21.89,78.75
391623002240612,41.6658,-83.3825,2020,2020-06-23,21.73,25.9,16.93,5.41,22.16,77.95
391623002240612,41.6658,-83.3825,2020,2020-06-24,19.95,24.34,16.2,0.25,23.43,67.35
391623002240612,41.6658,-83.3825,2020,2020-06-25,21.16,25.89,15.75,0.54,25.43,68.56
391623002240612,41.6658,-83.3825,2020,2020-06-26,23.44,28.55,18.4,7.44,17.51,75.05
391623002240612,41.6658,-83.3825,2020,2020-06-27,23.87,26.89,21.38,9.34,18.14,87.45
391623002240612,41.6658,-83.3825,2020,2020-06-28,23.47,28.08,18.66,0.57,25.29,73.05
391623002240612,41.6658,-83.3825,2020,2020-06-29,23.69,28.41,18.83,0.04,27.94,64.86
391623002240612,41.6658,-83.3825,2020,2020-06-30,23.85,29.2,18.86,0.12,30.05,65.68
391623002240612,41.6658,-83.3825,2020,2020-07-01,23.97,28.59,18.6,0.21,30.16,69.94
391623002240612,41.6658,-83.3825,2020,2020-07-02,26.11,30.77,19.91,0.0,28.15,61.2
391623002240612,41.6658,-83.3825,2020,2020-07-03,26.92,32.04,21.0,0.49,27.67,65.84
391623002240612,41.6658,-83.3825,2020,2020-07-04,26.0,30.73,21.28,0.2,27.27,68.95
391623002240612,41.6658,-83.3825,2020,2020-07-05,25.93,30.85,20.47,0.06,28.47,58.61
391623002240612,41.6658,-83.3825,2020,2020-07-06,27.79,32.81,22.31,0.31,26.65,53.26
391623002240612,41.6658,-83.3825,2020,2020-07-07,27.85,33.45,22.83,2.58,25.46,66.37
391623002240612,41.6658,-83.3825,2020,2020-07-08,27.67,32.11,22.66,5.93,24.49,70.9
391623002240612,41.6658,-83.3825,2020,2020-07-09,28.64,33.05,24.49,2.93,26.41,66.47
391623002240612,41.6658,-83.3825,2020,2020-07-10,25.71,30.1,20.84,14.27,16.85,78.77
391623002240612,41.6658,-83.3825,2020,2020-07-11,24.21,29.09,19.5,1.42,27.09,69.07
391623002240612,41.6658,-83.3825,2020,2020-07-12,23.45,26.98,20.02,1.53,21.1,72.0
391623002240612,41.6658,-83.3825,2020,2020-07-13,23.05,27.15,19.41,0.65,25.38,67.78
391623002240612,41.6658,-83.3825,2020,2020-07-14,24.25,29.59,19.06,0.01,26.54,61.56
391623002240612,41.6658,-83.3825,2020,2020-07-15,25.93,31.19,19.75,0.0,25.41,63.28
391623002240612,41.6658,-83.3825,2020,2020-07-16,25.94,30.54,22.76,4.21,12.64,79.35
391623002240612,41.6658,-83.3825,2020,2020-07-17,26.61,31.79,22.19,0.16,29.41,63.77
391623002240612,41.6658,-83.3825,2020,2020-07-18,27.59,33.12,20.97,0.49,27.75,62.7
391623002240612,41.6658,-83.3825,2020,2020-07-19,27.25,32.32,21.98,9.54,12.76,77.05
391623002240612,41.6658,-83.3825,2020,2020-07-20,25.45,29.64,20.42,0.39,23.26,71.8
391623002240612,41.6658,-83.3825,2020,2020-07-21,25.07,28.34,21.79,1.52,19.18,71.4
391623002240612,41.6658,-83.3825,2020,2020-07-22,25.12,28.56,22.5,4.49,14.83,83.65
391623002240612,41.6658,-83.3825,2020,2020-07-23,24.89,28.2,21.78,3.92,19.62,79.65
391623002240612,41.6658,-83.3825,2020,2020-07-24,24.54,28.82,20.87,0.62,27.05,65.1
391623002240612,41.6658,-83.3825,2020,2020-07-25,25.83,30.67,20.36,0.41,26.61,62.28
391623002240612,41.6658,-83.3825,2020,2020-07-26,27.42,32.67,20.79,0.05,25.59,65.47
391623002240612,41.6658,-83.3825,2020,2020-07-27,26.75,32.17,22.23,8.96,13.96,80.03
391623002240612,41.6658,-83.3825,2020,2020-07-28,25.01,30.48,18.63,0.34,27.9,65.54
391623002240612,41.6658,-83.3825,2020,2020-07-29,26.35,31.58,21.32,0.48,24.96,65.11
391623002240612,41.6658,-83.3825,2020,2020-07-30,24.25,26.89,21.74,0.07,15.41,72.11
391623002240612,41.6658,-83.3825,2020,2020-07-31,23.77,27.16,20.2,0.18,24.28,67.67
391623002240612,41.6658,-83.3825,2020,2020-08-01,23.3,26.68,20.94,14.15,5.13,82.64
391623002240612,41.6658,-83.3825,2020,2020-08-02,22.67,25.07,19.15,8.65,7.7,81.2
391623002240612,41.6658,-83.3825,2020,2020-08-03,22.16,26.06,18.56,2.07,21.02,80.73
391623002240612,41.6658,-83.3825,2020,2020-08-04,20.71,24.83,17.0,2.02,19.76,77.09
391623002240612,41.6658,-83.3825,2020,2020-08-05,20.37,24.45,15.11,0.1,24.26,62.84
391623002240612,41.6658,-83.3825,2020,2020-08-06,20.77,24.73,16.47,0.01,23.57,62.68
391623002240612,41.6658,-83.3825,2020,2020-08-07,22.16,26.51,17.63,0.22,25.24,61.26
391623002240612,41.6658,-83.3825,2020,2020-08-08,23.66,28.57,19.15,0.09,26.85,57.2
391623002240612,41.6658,-83.3825,2020,2020-08-09,25.64,31.23,19.78,0.12,25.46,67.8
391623002240612,41.6658,-83.3825,2020,2020-08-10,26.52,31.23,21.2,0.13,22.98,71.0
391623002240612,41.6658,-83.3825,2020,2020-08-11,25.97,30.81,21.91,0.28,20.33,70.04
391623002240612,41.6658,-83.3825,2020,2020-08-12,23.95,28.36,19.87,0.04,21.25,70.29
391623002240612,41.6658,-83.3825,2020,2020-08-13,24.41,29.39,18.8,0.0,24.0,68.47
391623002240612,41.6658,-83.3825,2020,2020-08-14,25.1,28.39,22.1,4.07,16.99,79.42
391623002240612,41.6658,-83.3825,2020,2020-08-15,25.78,31.17,21.76,1.7,23.83,71.01
391623002240612,41.6658,-83.3825,2020,2020-08-16,23.06,27.1,19.54,6.17,18.43,72.91
391623002240612,41.6658,-83.3825,2020,2020-08-17,23.55,28.72,18.38,0.43,22.26,63.12
391623002240612,41.6658,-83.3825,2020,2020-08-18,21.65,25.65,17.68,0.01,24.87,61.67
391623002240612,41.6658,-83.3825,2020,2020-08-19,20.93,25.12,17.08,0.0,23.68,58.37
391623002240612,41.6658,-83.3825,2020,2020-08-20,21.77,27.57,15.23,0.0,25.04,52.47
391623002240612,41.6658,-83.3825,2020,2020-08-21,23.98,30.74,16.73,1.08,25.03,55.02
391623002240612,41.6658,-83.3825,2020,2020-08-22,25.42,31.88,18.92,0.13,24.57,61.49
391623002240612,41.6658,-83.3825,2020,2020-08-23,25.58,31.03,19.76,0.28,21.23,68.01
391623002240612,41.6658,-83.3825,2020,2020-08-24,26.52,31.86,20.6,0.14,21.03,68.39
391623002240612,41.6658,-83.3825,2020,2020-08-25,25.89,30.83,21.73,0.58,18.46,64.81
391623002240612,41.6658,-83.3825,2020,2020-08-26,26.33,32.45,19.85,0.54,18.1,64.07
391623002240612,41.6658,-83.3825,2020,2020-08-27,27.68,32.79,22.88,1.12,20.31,68.46
391623002240612,41.6658,-83.3825,2020,2020-08-28,25.52,30.66,22.78,31.6,13.92,83.76
391623002240612,41.6658,-83.3825,2020,2020-08-29,23.15,26.88,18.24,6.62,17.66,72.79
391623002240612,41.6658,-83.3825,2020,2020-08-30,19.61,23.89,15.65,0.53,23.39,69.27
391623002240612,41.6658,-83.3825,2020,2020-08-31,22.28,27.97,17.03,0.02,23.05,62.36
391623002240612,41.6658,-83.3825,2020,2020-09-01,24.02,28.79,18.58,1.07,15.84,79.29
391623002240612,41.6658,-83.3825,2020,2020-09-02,23.64,27.77,19.54,5.08,12.3,74.92
391623002240612,41.6658,-83.3825,2020,2020-09-03,23.2,29.54,18.04,0.04,22.08,58.78
391623002240612,41.6658,-83.3825,2020,2020-09-04,19.89,25.39,15.5,0.02,23.54,57.02
391623002240612,41.6658,-83.3825,2020,2020-09-05,20.95,28.23,13.93,0.06,19.23,59.54
391623002240612,41.6658,-83.3825,2020,2020-09-06,20.46,23.67,16.51,0.11,10.98,65.68
391623002240612,41.6658,-83.3825,2020,2020-09-07,22.66,26.74,18.93,27.44,9.27,81.35
391623002240612,41.6658,-83.3825,2020,2020-09-08,22.82,27.62,19.7,5.1,14.18,85.01
391623002240612,41.6658,-83.3825,2020,2020-09-09,22.28,28.08,18.6,0.49,10.25,82.42
391623002240612,41.6658,-83.3825,2020,2020-09-10,19.94,22.6,16.72,0.04,6.1,84.12
391623002240612,41.6658,-83.3825,2020,2020-09-11,17.88,20.84,15.97,0.01,13.3,73.03
391623002240612,41.6658,-83.3825,2020,2020-09-12,22.0,27.77,15.77,0.06,17.14,74.64
391623002240612,41.6658,-83.3825,2020,2020-09-13,21.67,26.09,16.77,5.35,17.47,77.15
391623002240612,41.6658,-83.3825,2020,2020-09-14,17.59,21.36,13.84,1.39,16.06,72.29
391623002240612,41.6658,-83.3825,2020,2020-09-15,16.73,22.23,12.21,0.0,16.89,65.43
391623002240612,41.6658,-83.3825,2020,2020-09-16,17.53,24.64,10.77,0.02,16.53,66.22
391623002240612,41.6658,-83.3825,2020,2020-09-17,17.39,21.0,13.55,0.0,12.79,68.86
391623002240612,41.6658,-83.3825,2020,2020-09-18,14.12,18.03,10.19,0.0,19.83,59.27
391623002240612,41.6658,-83.3825,2020,2020-09-19,13.24,18.23,9.05,0.0,21.56,61.8
391623002240612,41.6658,-83.3825,2020,2020-09-20,14.45,19.75,9.5,0.0,21.19,60.77
391623002240612,41.6658,-83.3825,2020,2020-09-21,15.06,21.65,8.93,0.0,19.99,62.88
391623002240612,41.6658,-83.3825,2020,2020-09-22,16.14,23.21,8.95,0.0,16.16,62.18
391623002240612,41.6658,-83.3825,2020,2020-09-23,18.6,25.73,11.37,0.0,16.11,71.18
391623002240612,41.6658,-83.3825,2020,2020-09-24,18.9,24.95,14.2,0.0,16.97,69.56
391623002240612,41.6658,-83.3825,2020,2020-09-25,19.39,25.92,13.02,0.0,18.14,71.23
